번호,업체명,모델명,월간소비전력량(kwh/월),연간에너지비용(원),용량,효율등급,시간당 이산화탄소 배출량
3296,삼성전자(주),RH82M92727L,46.67,"90,000",825.6,2,825.6
3297,LG전자(주),F879LW31,53.52,"103,000",864.8,2,864.8
3298,서울전자,RC15ABK,30.27,"58,000",150,3,150
3299,서울전자,RC15AWN,30.27,"58,000",150,3,150
3300,서울전자,RC15AOE,30.27,"58,000",150,3,150
3301,LG전자(주),F879NS73,53.9,"103,000",871,2,871
3302,키친에이드코리아 유한회사,JS48SSDUDE,74.32,"143,000",803.2,4,803.2
3303,LG전자(주),J789S35,50.82,"98,000",795,2,795
3304,LG전자(주),F879SE55,57.1,"110,000",866,2,866
3305,하이얼 전자판매(주),HRB350MNM,35.14,"67,000",309.4,2,309.4
3306,주식회사 위니아,WRB480BS,39.65,"76,000",479,4,479
3307,LG전자(주),B187S,29.68,"57,000",187.1,3,187.1
3308,LG전자(주),B187W,29.68,"57,000",187.1,3,187.1
3309,서울전자,RC27ALM,30.14,"58,000",263.6,2,263.6
3310,서울전자,RC27AMT,30.14,"58,000",263.6,2,263.6
3311,서울전자,RC27APK,30.14,"58,000",263.6,2,263.6
3312,서울전자,RC27AYW,30.14,"58,000",263.6,2,263.6
3313,서울전자,RC27AWN,30.14,"58,000",263.6,2,263.6
3314,서울전자,RC27AOE,30.14,"58,000",263.6,2,263.6
3315,서울전자,RC27ABK,30.14,"58,000",263.6,2,263.6
3316,서울전자,RC27ASB,30.14,"58,000",263.6,2,263.6
3317,주식회사 보만코리아,KS2040,13.94,"27,000",44,5,44
3318,주식회사 보만코리아,KS2042,13.94,"27,000",44,5,44
3319,주식회사 보만코리아,KS2043,13.94,"27,000",44,5,44
3320,주식회사 보만코리아,BC-46R,13.94,"27,000",44,5,44
3321,일렉트로룩스코리아(주),ASE6201BG-KR,46.45,"89,000",564.3,3,564.3
3322,LG전자(주),S829NS35E,41.62,"80,000",823,1,823
3323,서울전자,RD09AWNH,26.98,"52,000",87.6,4,87.6
3324,서울전자,RD09ABKH,26.98,"52,000",87.6,4,87.6
3325,서울전자,RD09AOEH,26.98,"52,000",87.6,4,87.6
3326,서울전자,RD09AMTH,26.98,"52,000",87.6,4,87.6
3327,LG전자(주),J789SN35,50.82,"98,000",795,2,795
3328,서울전자,RC20ARD,26.62,"51,000",194.4,3,194.4
3329,서울전자,RC20ABK,26.62,"51,000",194.4,3,194.4
3330,서울전자,RC20AWN,26.62,"51,000",194.4,3,194.4
3331,서울전자,RC20AOE,26.62,"51,000",194.4,3,194.4
3332,서울전자,RC20AYW,26.62,"51,000",194.4,3,194.4
3333,서울전자,RC20APK,26.62,"51,000",194.4,3,194.4
3334,서울전자,RC20AMT,26.62,"51,000",194.4,3,194.4
3335,서울전자,RC20ALM,26.62,"51,000",194.4,3,194.4
3336,서울전자,RD09AYWH,26.98,"52,000",87.6,4,87.6
3337,서울전자,RD22ALM,31.86,"61,000",214.1,3,214.1
3338,서울전자,RC20ACM,26.62,"51,000",194.4,3,194.4
3339,서울전자,RD09ALMH,26.98,"52,000",87.6,4,87.6
3340,서울전자,RD22AMT,31.86,"61,000",214.1,3,214.1
3341,서울전자,RD22AYW,31.86,"61,000",214.1,3,214.1
3342,서울전자,RD22AOE,31.86,"61,000",214.1,3,214.1
3343,서울전자,RD22AWN,31.86,"61,000",214.1,3,214.1
3344,서울전자,RC20ASB,26.62,"51,000",194.4,3,194.4
3345,주식회사 위니아전자,FR-B151RES,28.32,"54,000",144.5,3,144.5
3346,서울전자,RD22ABK,31.86,"61,000",214.1,3,214.1
3347,서울전자,RC20A,26.62,"51,000",194.4,3,194.4
3348,서울전자,RS11AMT,15.63,"30,000",111.2,3,111.2
3349,서울전자,RS11ALM,15.63,"30,000",111.2,3,111.2
3350,서울전자,RS11ACM,15.63,"30,000",111.2,3,111.2
3351,서울전자,RS11APK,15.63,"30,000",111.2,3,111.2
3352,서울전자,RS11AYW,15.63,"30,000",111.2,3,111.2
3353,LG전자(주),M455SW,32.26,"62,000",452.5,3,452.5
3354,서울전자,RS11ABK,15.63,"30,000",111.2,3,111.2
3355,서울전자,RS11AOE,15.63,"30,000",111.2,3,111.2
3356,서울전자,RS11ASB,15.63,"30,000",111.2,3,111.2
3357,서울전자,RS11ARD,15.63,"30,000",111.2,3,111.2
3358,코스텔(주),CRS-107HAUJ,20.93,"40,000",105.7,4,105.7
3359,코스텔(주),CRS-107HAIT,20.93,"40,000",105.7,4,105.7
3360,코스텔(주),CRS-107HAIV,20.93,"40,000",105.7,4,105.7
3361,LG전자(주),S839W30H,50.13,"96,000",822.9,2,822.9
3362,코스텔(주),CRS-107HARD,20.93,"40,000",105.7,4,105.7
3363,LG전자(주),S839S30H,50.13,"96,000",822.9,2,822.9
3364,코스텔(주),CRS-107HABU,20.93,"40,000",105.7,4,105.7
3365,LG전자(주),M287SB,30.37,"58,000",288,1,288
3366,삼성전자(주),RH81M8090SL,50.82,"98,000",806.4,2,806.4
3367,삼성전자(주),RF85M95E2SL,47.34,"91,000",852.6,2,852.6
3368,LG전자(주),F878SB86S,56.8,"109,000",868.7,2,868.7
3369,삼성전자(주),RF85M95F2S8,47.04,"90,000",853.6,2,853.6
3370,삼성전자(주),RT38K5039SL,27.98,"54,000",384.8,3,384.8
3371,서울전자,RS11AWN,15.63,"30,000",111.2,3,111.2
3372,루컴즈전자 주식회사,R161M1-G,32.06,"62,000",162.1,3,162
3373,LG전자(주),J789NS35,50.82,"98,000",795,2,795
3374,LG전자(주),M287S,30.37,"58,000",288,1,288
3375,LG전자(주),F679SS13E,42.72,"82,000",665.5,2,665.5
3376,서울전자,RS11A,15.63,"30,000",111.2,3,111.2
3377,삼성전자(주),RF73M9070SG,52.29,"100,000",762.3,2,762.3
3378,서울전자,SR-C15AS,23.15,"44,000",141.6,3,141.6
3379,서울전자,SR-D13AM,22.1,"42,000",123.5,3,123.5
3380,서울전자,SR-S10AM,13.97,"27,000",96.4,3,96.4
3381,서울전자,SR-S10AS,13.97,"27,000",96.4,3,96.4
3382,서울전자,SR-D13AG,22.1,"42,000",123.5,3,123.5
3383,서울전자,SR-C15AG,23.15,"44,000",141.6,3,141.6
3384,서울전자,SR-S10AG,13.97,"27,000",96.4,3,96.4
3385,LG전자(주),R327S,14.38,"28,000",381.3,1,381.3
3386,삼성전자(주),RF73M9380SG,58.77,"113,000",753.6,3,753.6
3387,삼성전자(주),RF73M9070SR,52.29,"100,000",762.3,2,762.3
3388,삼성전자(주),RF73M9380SR,58.77,"113,000",753.6,3,753.6
3389,LG전자(주),F879SS11E,36.93,"71,000",872.2,1,872.2
3390,LG전자(주),F879S31D,52.27,"100,000",864.8,2,864.8
3391,삼성전자(주),RF85M9181XUB,41.44,"80,000",858,1,858
3392,주식회사 위니아,GRB480AS,39.65,"76,000",479,4,479
3393,주식회사 위니아,HQ-627WEN(EN),39.65,"76,000",479,4,479
3394,LG전자(주),J829SB35,59.66,"115,000",819.7,3,819.7
3395,주식회사 위니아,WRW907PNNB,55.14,"106,000",893.6,2,893.6
3396,주식회사 위니아,WRB280ABS,43.5,"84,000",282.5,3,282.5
3397,(주)씽씽코리아,BC-47,13.39,"26,000",46.1,5,46.1
3398,주식회사 위니아,BCD-268WMG,43.5,"84,000",282.5,3,282.5
3399,주식회사 위니아,BRX907PQRS,48.48,"93,000",891.9,2,891.9
3400,LG전자(주),S829LS32,50.78,"98,000",821.4,2,821.4
3401,서울전자,SR-D13AS,22.1,"42,000",123.5,3,123.5
3402,삼성전자(주),RF85M9002S8,47.41,"91,000",862.9,2,862.9
3403,삼성전자(주),RF85M9202S8,52.5,"101,000",855.6,2,855.6
3404,삼성전자(주),RF85M9002W1,47.41,"91,000",862.9,2,862.9
3405,LG전자(주),S829TS35,50.78,"98,000",821.4,2,821.4
3406,LG전자(주),S829LS35,50.78,"98,000",821.4,2,821.4
3407,주식회사 위니아,WRX907SQMH,48.16,"92,000",901.1,2,901.1
3408,주식회사 위니아,GRE927PJDS,48.85,"94,000",918.1,2,918.1
3409,주식회사 위니아,HRE927EKUT,49.28,"95,000",921.2,2,921.2
3410,주식회사 위니아,GRW907ENUS,57.6,"111,000",895.5,2,895.5
3411,주식회사 위니아,WRX907EKUT,48.16,"92,000",901.1,2,901.1
3412,주식회사 위니아,WRW907ENLS,57.6,"111,000",895.5,2,895.5
3413,주식회사 위니아,RW907ENGR,57.6,"111,000",895.5,2,895.5
3414,서울전자,SR-C15AM,23.15,"44,000",141.6,3,141.6
3415,LG전자(주),B207S,14.56,"28,000",191.9,2,191.9
3416,LG전자(주),S829TS32,50.78,"98,000",821.4,2,821.4
3417,삼성전자(주),RF85M91227L,49.17,"94,000",862,2,862
3418,서울전자,WD-127F,22.1,"42,000",123.5,3,123.5
3419,일렉트로룩스코리아(주),MTB2602MG,45.76,"88,000",254.6,3,254.6
3420,LG전자(주),F879LW35,53.68,"103,000",868.1,2,868.1
3421,삼성전자(주),RF85M9112S8,47.41,"91,000",862.9,2,862.9
3422,삼성전자(주),RF85M9202B1,52.5,"101,000",855.6,2,855.6
3423,서울전자,SR-S10AU,13.97,"27,000",96.4,3,96.4
3424,LG전자(주),B507W,37.92,"73,000",509.3,3,509.3
3425,LG전자(주),J859SN33W,54.11,"104,000",838.4,2,838.4
3426,삼성전자(주),RF85M91327LB,47.46,"91,000",862,2,862
3427,오텍캐리어냉장 주식회사,CRFC-N231MN,36.48,"70,000",228.1,3,228.1
3428,오텍캐리어냉장 주식회사,CRFC-N231TN,36.48,"70,000",228.1,3,228.1
3429,오텍캐리어냉장 주식회사,CRFC-N231WP,36.48,"70,000",228.1,3,228.1
3430,오텍캐리어냉장 주식회사,CRFC-N231MP,36.48,"70,000",228.1,3,228.1
3431,오텍캐리어냉장 주식회사,CRFC-N231TP,36.48,"70,000",228.1,3,228.1
3432,서울전자,WS-99R,13.97,"27,000",96.4,3,96.4
3433,오텍캐리어냉장 주식회사,CRFC-N250WN,35.6,"68,000",251.2,2,251.2
3434,오텍캐리어냉장 주식회사,CRFC-N250MN,35.6,"68,000",251.2,2,251.2
3435,오텍캐리어냉장 주식회사,CRFC-N250TN,35.6,"68,000",251.2,2,251.2
3436,오텍캐리어냉장 주식회사,CRFC-N250WP,35.6,"68,000",251.2,2,251.2
3437,오텍캐리어냉장 주식회사,CRFC-N250MP,35.6,"68,000",251.2,2,251.2
3438,오텍캐리어냉장 주식회사,CRFC-N250TP,35.6,"68,000",251.2,2,251.2
3439,서울전자,WD-155R,23.15,"44,000",141.6,3,141.6
3440,오텍캐리어냉장 주식회사,CRFC-N231WN,36.48,"70,000",228.1,3,228.1
3441,삼성전자(주),RF85M91627X,47.46,"91,000",862,2,862
3442,삼성전자(주),RF66M91C2XS,39.6,"76,000",651.9,2,651.9
3443,LG전자(주),B507S,37.92,"73,000",509.3,3,509.3
3444,오텍캐리어냉장 주식회사,CRFC-N250WD,35.6,"68,000",251.2,2,251.2
3445,LG전자(주),B477W,35.89,"69,000",484.2,3,484.2
3446,삼성전자(주),RF85M9181XU,41.44,"80,000",858,1,858
3447,삼성전자(주),RF85M95A2SG,46.88,"90,000",845.8,2,845.8
3448,주식회사 위니아,GRW907SNSW,55.62,"107,000",896.4,2,896.4
3449,삼성전자(주),RF85M9883XSB,51.42,"99,000",735.8,3,735.8
3450,삼성전자(주),RF85M9372XS,46.83,"90,000",858.1,2,858.1
3451,삼성전자(주),RF95M9940S5,49.65,"95,000",934.3,2,934.3
3452,삼성전자(주),RF95M9980S5,58.88,"113,000",850.1,2,850.1
3453,LG전자(주),R326S,16.59,"32,000",383.7,1,383.7
3454,삼성전자(주),RF85M96A1XS,45.74,"88,000",847.7,2,847.7
3455,삼성전자(주),RF85M96527XB,52.03,"100,000",854.7,2,854.7
3456,일렉트로룩스코리아(주),EUM0500SB,10.22,"20,000",45.8,4,45.8
3457,삼성전자(주),RF85M96B1XU,45.74,"88,000",847.7,2,847.7
3458,일렉트로룩스코리아(주),ERM1500PA,12.16,"23,000",153.2,2,153.2
3459,삼성전자(주),RF85M9662XL,52.03,"100,000",854.7,2,854.7
3460,일렉트로룩스코리아(주),ERM1700PA,15.33,"29,000",179.8,2,179.8
3461,삼성전자(주),RF85M96427Z,52.48,"101,000",855.7,2,855.7
3462,일렉트로룩스코리아(주),EBB3500MG,36.26,"70,000",343.4,2,343.4
3463,일렉트로룩스코리아(주),ETB3500MG,31.39,"60,000",347.5,2,347.5
3464,LG전자(주),B447SS,46.48,"89,000",446,4,446
3465,일렉트로룩스코리아(주),ETB2602MG,45.76,"88,000",254.6,3,254.6
3466,LG전자(주),S839W30,50.1,"96,000",828.4,2,828.4
3467,LG전자(주),B447W,35.38,"68,000",439.1,4,439.1
3468,LG전자(주),S839S30,50.1,"96,000",828.4,2,828.4
3469,LG전자(주),S829NS35,50.13,"96,000",822.9,2,822.9
3470,LG전자(주),S839SW32,50.1,"96,000",828.4,2,828.4
3471,서울전자,SR-S24AGW,21.66,"42,000",228.5,2,228.5
3472,LG전자(주),B447S,35.38,"68,000",439.1,4,439.1
3473,주식회사 위니아전자,FR-A051RDW,16.8,"32,000",46,5,46
3474,LG전자(주),B507SS,45.65,"88,000",514.1,4,514.1
3475,서울전자,SR-D22ARW,34.08,"65,000",207.4,3,207.4
3476,LG전자(주),S839EW30,50.1,"96,000",828.4,2,828.4
3477,LG전자(주),S839W32,50.1,"96,000",828.4,2,828.4
3478,LG전자(주),S839SS32,50.1,"96,000",828.4,2,828.4
3479,LG전자(주),F878S31,53.52,"103,000",864.8,2,864.8
3480,삼성전자(주),RT38K5039WW,27.98,"54,000",384.8,3,384.8
3481,LG전자(주),S829SN35,50.13,"96,000",822.9,2,822.9
3482,루컴즈전자 주식회사,F161M1-G,32.06,"62,000",162.1,3,162
3483,LG전자(주),S839S32,50.1,"96,000",828.4,2,828.4
3484,서울전자,SR-S24AC,21.66,"42,000",228.5,2,228.5
3485,서울전자,SR-S24AG,21.66,"42,000",228.5,2,228.5
3486,서울전자,SR-S24AR,21.66,"42,000",228.5,2,228.5
3487,루컴즈전자 주식회사,F90M1-G,25.44,"49,000",89.1,4,89.1
3488,서울전자,SR-S24A,21.66,"42,000",228.5,2,#N/A
3489,서울전자,SR-D09AC,24.54,"47,000",82.7,4,82.7
3490,서울전자,SR-D09AG,24.54,"47,000",82.7,4,82.7
3491,서울전자,SR-D22AG,34.08,"65,000",207.4,3,207.4
3492,서울전자,SR-D09AR,24.54,"47,000",82.7,4,82.7
3493,오텍캐리어냉장 주식회사,CRFT-D092RS,13.14,"25,000",91.2,3,91.2
3494,LG전자(주),B327W,30.77,"59,000",308.4,2,308.4
3495,서울전자,SR-D22AR,34.08,"65,000",207.4,3,207.4
3496,서울전자,SR-D22AC,34.08,"65,000",207.4,3,207.4
3497,오텍캐리어냉장 주식회사,CRFC-N295MD,33.34,"64,000",288.6,2,288.6
3498,오텍캐리어냉장 주식회사,CRFC-N295VD,33.34,"64,000",288.6,2,288.6
3499,오텍캐리어냉장 주식회사,CRFT-D046BS,9.73,"19,000",45.8,4,45.8
3500,오텍캐리어냉장 주식회사,CRFT-D092BS,13.14,"25,000",91.2,3,91.2
3501,오텍캐리어냉장 주식회사,CRFT-D092SS,13.14,"25,000",91.2,3,91.2
3502,LG전자(주),B267W,29.74,"57,000",255.7,2,255.7
3503,오텍캐리어냉장 주식회사,CRFT-D207MD,22.88,"44,000",202.6,3,202.6
3504,오텍캐리어냉장 주식회사,CRFT-D207SD,22.88,"44,000",202.6,3,202.6
3505,오텍캐리어냉장 주식회사,CRFT-D046RS,9.73,"19,000",45.8,4,45.8
3506,오텍캐리어냉장 주식회사,CRFT-D092WS,13.14,"25,000",91.2,3,91.2
3507,LG전자(주),B267S,29.74,"57,000",255.7,2,255.7
3508,오텍캐리어냉장 주식회사,CRFT-D046WS,9.73,"19,000",45.8,4,45.8
3509,오텍캐리어냉장 주식회사,CRFC-N295WD,33.34,"64,000",288.6,2,288.6
3510,오텍캐리어냉장 주식회사,CRFT-D207WD,22.88,"44,000",202.6,3,202.6
3511,서울전자,SR-D09A,24.54,"47,000",82.7,4,82.7
3512,서울전자,SR-D22A,34.08,"65,000",207.4,3,207.4
3513,LG전자(주),B607W,41.44,"80,000",591.2,3,591.2
3514,LG전자(주),B327S,30.77,"59,000",308.4,2,308.4
3515,LG전자(주),B607S,41.44,"80,000",591.2,3,591.2
3516,하이얼 전자판매(주),DF1-09,15.49,"30,000",76,4,76
3517,LG전자(주),B607SE,41.44,"80,000",591.2,3,591.2
3518,LG전자(주),F879SS11,49.55,"95,000",870.1,2,870.1
3519,LG전자(주),F879SN53,57.1,"110,000",866,2,866
3520,LG전자(주),F879NS33,53.36,"102,000",868.4,2,868.4
3521,LG전자(주),F879SS32,53.36,"102,000",868.4,2,868.4
3522,LG전자(주),J829SB36,59.66,"115,000",819.7,3,819.7
3523,LG전자(주),J829SN35,59.66,"115,000",819.7,3,819.7
3524,LG전자(주),F879SB55T,57.1,"110,000",866,2,866
3525,LG전자(주),F879SN33,53.36,"102,000",868.4,2,868.4
3526,하이얼 전자판매(주),FN2-40,43.18,"83,000",318,3,318
3527,LG전자(주),S838W31H,54.94,"105,000",826.1,3,826.1
3528,LG전자(주),B606SM,42.32,"81,000",594,3,594
3529,LG전자(주),S838S30H,54.94,"105,000",826.1,3,826.1
3530,주식회사 오리온,ORD-090B0S,24.58,"47,000",89.2,4,89.2
3531,주식회사 오리온,ORD-090B0W,24.58,"47,000",89.2,4,89.2
3532,주식회사 오리온,ORD-046AMB,10.64,"20,000",44.6,4,44.6
3533,주식회사 오리온,ORD-092A0S,19.71,"38,000",91.2,4,91.2
3534,주식회사 오리온,ORD-092AMB,19.71,"38,000",91.2,4,91.2
3535,주식회사 오리온,ORD-090BBK,24.58,"47,000",89.2,4,89.2
3536,주식회사 오리온,ORD-046A0S,10.64,"20,000",44.6,4,44.6
3537,주식회사 오리온,ORD-046A0W,10.64,"20,000",44.6,4,44.6
3538,주식회사 오리온,ORD-046ABK,10.64,"20,000",44.6,4,44.6
3539,주식회사 오리온,ORD-090BMB,24.58,"47,000",89.2,4,89.2
3540,주식회사 오리온,ORD-092A0W,19.71,"38,000",91.2,4,91.2
3541,주식회사 오리온,ORD-092ABK,19.71,"38,000",91.2,4,91.2
3542,주식회사 새롬코퍼레이션,NRK60328OC,39.1,"75,000",312.6,2,312.6
3543,주식회사 새롬코퍼레이션,RB60298ORD,24.45,"47,000",280.4,2,280.4
3544,(주)제이컬렉션,FAB30RAZ1,27.57,"53,000",292.6,2,292.6
3545,(주)제이컬렉션,FAB30LX1,27.57,"53,000",292.6,2,292.6
3546,(주)제이컬렉션,FAB30RRO1,27.57,"53,000",292.6,2,292.6
3547,(주)제이컬렉션,FAB30LBL1,27.57,"53,000",292.6,2,292.6
3548,(주)제이컬렉션,FAB30LB1,27.57,"53,000",292.6,2,292.6
3549,(주)제이컬렉션,FAB30LO1,27.57,"53,000",292.6,2,292.6
3550,(주)제이컬렉션,FAB30LP1,27.57,"53,000",292.6,2,292.6
3551,(주)제이컬렉션,FAB30LRO1,27.57,"53,000",292.6,2,292.6
3552,(주)제이컬렉션,FAB30LVE1,27.57,"53,000",292.6,2,292.6
3553,(주)제이컬렉션,FAB30RNE1,27.57,"53,000",292.6,2,292.6
3554,(주)제이컬렉션,FAB30RO1,27.57,"53,000",292.6,2,292.6
3555,(주)제이컬렉션,FAB30RP1,27.57,"53,000",292.6,2,292.6
3556,(주)제이컬렉션,FAB30RB1,27.57,"53,000",292.6,2,292.6
3557,(주)제이컬렉션,FAB30LV1,27.57,"53,000",292.6,2,292.6
3558,(주)제이컬렉션,FAB30LAZ1,27.57,"53,000",292.6,2,292.6
3559,(주)제이컬렉션,FAB30RX1,27.57,"53,000",292.6,2,292.6
3560,(주)제이컬렉션,FAB30RVE1,27.57,"53,000",292.6,2,292.6
3561,(주)제이컬렉션,FAB30RR1,27.57,"53,000",292.6,2,292.6
3562,(주)제이컬렉션,FAB30LR1,27.57,"53,000",292.6,2,292.6
3563,(주)제이컬렉션,FAB30LNE1,27.57,"53,000",292.6,2,292.6
3564,(주)제이컬렉션,FAB30RBL1,27.57,"53,000",292.6,2,292.6
3565,(주)제이컬렉션,FAB28KRDR,25.33,"49,000",260.3,2,260.3
3566,(주)제이컬렉션,FAB28KPGL,25.33,"49,000",260.3,2,260.3
3567,(주)제이컬렉션,FAB28KBER,25.33,"49,000",260.3,2,260.3
3568,(주)제이컬렉션,FAB28KCRR,25.33,"49,000",260.3,2,260.3
3569,(주)제이컬렉션,FAB28KPKR,25.33,"49,000",260.3,2,260.3
3570,(주)제이컬렉션,FAB28KLIR,25.33,"49,000",260.3,2,260.3
3571,(주)제이컬렉션,FAB28KSVR,25.33,"49,000",260.3,2,260.3
3572,(주)제이컬렉션,FAB28KBLR,25.33,"49,000",260.3,2,260.3
3573,(주)제이컬렉션,FAB28KWHR,25.33,"49,000",260.3,2,260.3
3574,(주)제이컬렉션,FAB28KUJR,25.33,"49,000",260.3,2,260.3
3575,(주)제이컬렉션,FAB28KBVR,25.33,"49,000",260.3,2,260.3
3576,(주)제이컬렉션,FAB28KCCR,25.33,"49,000",260.3,2,260.3
3577,(주)제이컬렉션,FAB28KORR,25.33,"49,000",260.3,2,260.3
3578,(주)제이컬렉션,FAB28KYWR,25.33,"49,000",260.3,2,260.3
3579,(주)제이컬렉션,FAB28KPGR,25.33,"49,000",260.3,2,260.3
3580,(주)제이컬렉션,FAB28KCSR,25.33,"49,000",260.3,2,260.3
3581,(주)제이컬렉션,FAB28KGOR,25.33,"49,000",260.3,2,260.3
3582,(주)제이컬렉션,FAB28KRDL,25.33,"49,000",260.3,2,260.3
3583,(주)제이컬렉션,FAB28KORL,25.33,"49,000",260.3,2,260.3
3584,(주)제이컬렉션,FAB28KYWL,25.33,"49,000",260.3,2,260.3
3585,(주)제이컬렉션,FAB28KPBL,25.33,"49,000",260.3,2,260.3
3586,(주)제이컬렉션,FAB28KBEL,25.33,"49,000",260.3,2,260.3
3587,(주)제이컬렉션,FAB28KPKL,25.33,"49,000",260.3,2,260.3
3588,(주)제이컬렉션,FAB28KSVL,25.33,"49,000",260.3,2,260.3
3589,(주)제이컬렉션,FAB28KBLL,25.33,"49,000",260.3,2,260.3
3590,(주)제이컬렉션,FAB28KBVL,25.33,"49,000",260.3,2,260.3
3591,(주)제이컬렉션,FAB28KCSL,25.33,"49,000",260.3,2,260.3
3592,(주)제이컬렉션,FAB28KRVL,25.33,"49,000",260.3,2,260.3
3593,삼성전자(주),RT38K5039W,27.98,"54,000",384.8,3,384.8
3594,(주)제이컬렉션,FAB28KPBR,25.33,"49,000",260.3,2,260.3
3595,(주)제이컬렉션,FAB28KCRL,25.33,"49,000",260.3,2,260.3
3596,(주)제이컬렉션,FAB28KRVR,25.33,"49,000",260.3,2,260.3
3597,(주)제이컬렉션,FAB28KITR,25.33,"49,000",260.3,2,260.3
3598,LG전자(주),F458SN15A,38.54,"74,000",440.9,4,440.9
3599,(주)제이컬렉션,FAB28KITL,25.33,"49,000",260.3,2,260.3
3600,(주)제이컬렉션,FAB28KGOL,25.33,"49,000",260.3,2,260.3
3601,(주)제이컬렉션,FAB28KCCL,25.33,"49,000",260.3,2,260.3
3602,(주)제이컬렉션,FAB28KUJL,25.33,"49,000",260.3,2,260.3
3603,(주)제이컬렉션,FAB28KWHL,25.33,"49,000",260.3,2,260.3
3604,(주)제이컬렉션,FAB28KLIL,25.33,"49,000",260.3,2,260.3
3605,LG전자(주),F878SB55M,57.1,"110,000",866,2,866
3606,LG전자(주),J828SN35,59.66,"115,000",819.7,3,819.7
3607,LG전자(주),J828SB35E,52.99,"102,000",817.9,2,817.9
3608,주식회사 새롬코퍼레이션,GFH34FH,29.73,"57,000",272.8,3,272.8
3609,주식회사 오리온,MRF-96,24.58,"47,000",89.2,4,89.2
3610,주식회사 씨엔컴퍼니,REF-90CNM,23.55,"45,000",85,5,85
3611,LG전자(주),B436S,33.97,"65,000",439.4,4,439.4
3612,주식회사 오리온,MR-50,10.64,"20,000",44.6,4,44.6
3613,오텍캐리어냉장 주식회사,CRFT-D090VSD,22.14,"43,000",89.2,4,89.2
3614,오텍캐리어냉장 주식회사,CRFT-D138SD,28.96,"56,000",137.8,3,137.8
3615,오텍캐리어냉장 주식회사,CRFT-D168VSD,34.32,"66,000",168.8,3,168.8
3616,오텍캐리어냉장 주식회사,CRFT-D168MD,34.32,"66,000",168.8,3,168.8
3617,오텍캐리어냉장 주식회사,CRFT-D168SD,34.32,"66,000",168.8,3,168.8
3618,오텍캐리어냉장 주식회사,CRFT-D138VSD,28.96,"56,000",137.8,3,137.8
3619,오텍캐리어냉장 주식회사,CRFT-D138MD,28.96,"56,000",137.8,3,137.8
3620,오텍캐리어냉장 주식회사,CRFT-D090MD,22.14,"43,000",89.2,4,89.2
3621,오텍캐리어냉장 주식회사,CRFT-D090SD,22.14,"43,000",89.2,4,89.2
3622,주식회사 위니아,RX905SJFMKP,43.54,"84,000",901.1,1,901.1
3623,오텍캐리어냉장 주식회사,CRFT-D090WD,22.14,"43,000",89.2,4,89.2
3624,코스텔(주),BC-130RD,20.93,"40,000",105.7,4,105.7
3625,LG전자(주),F877TS55A,57.1,"110,000",866,2,866
3626,주식회사 위니아,RX906SJF,43.54,"84,000",901.1,1,901.1
3627,LG전자(주),F958SB97E,53.92,"104,000",940.5,2,940.5
3628,주식회사 오리온,MR-101,19.71,"38,000",91.2,4,91.2
3629,LG전자(주),B436W,33.97,"65,000",439.4,4,439.4
3630,오텍캐리어냉장 주식회사,CRFT-D138WD,28.96,"56,000",137.8,3,137.8
3631,오텍캐리어냉장 주식회사,CRFT-D168WD,34.32,"66,000",168.8,3,168.8
3632,주식회사 오리온,MRF-142,29.46,"57,000",137.8,3,137.8
3633,삼성전자(주),RT32K5030W,29.26,"56,000",321.9,1,321.9
3634,LG전자(주),J828SB36,59.66,"115,000",819.7,3,819.7
3635,코스텔(주),CRS-178GNIV,27.74,"53,000",178,3,178
3636,코스텔(주),CRS-86GAIV,29.2,"56,000",86,5,86
3637,코스텔(주),CRS-86GABU,29.2,"56,000",86,5,86
3638,코스텔(주),CRS-300GARD,34.56,"66,000",300,2,300
3639,코스텔(주),CRS-86GARD,29.2,"56,000",86,5,86
3640,코스텔(주),CRS-300GAIV,34.56,"66,000",300,2,300
3641,코스텔(주),CRS-300GABU,34.56,"66,000",300,2,300
3642,코스텔(주),CRS-300GABK,34.56,"66,000",300,2,300
3643,코스텔(주),CRS-86GABK,29.2,"56,000",86,5,86
3644,하이얼 전자판매(주),HRB280EDM,44.1,"85,000",273,3,273
3645,LG전자(주),J888TS36E,57.01,"109,000",888.9,2,888.9
3646,코스텔(주),BCD-310C-C63H,34.56,"66,000",300,2,300
3647,코스텔(주),CRS-86G,29.2,"56,000",86,5,86
3648,코스텔(주),CRS-178G,27.74,"53,000",178,3,178
3649,삼성전자(주),RB33K3200SA,34.64,"67,000",339,4,339
3650,(주)제이컬렉션,FAB28,25.33,"49,000",260.3,2,260.3
3651,주식회사 위니아,RT118BW,25.12,"48,000",118,4,118
3652,주식회사 위니아,RT118BB,25.12,"48,000",118,4,118
3653,주식회사 위니아,RT118AL,25.12,"48,000",118,4,118
3654,주식회사 위니아,RT118AC,25.12,"48,000",118,4,118
3655,주식회사 위니아,RT118AW,25.12,"48,000",118,4,118
3656,주식회사 위니아,RT118AP,25.12,"48,000",118,4,118
3657,주식회사 위니아,RT118BK,25.12,"48,000",118,4,118
3658,주식회사 위니아에이드,RT118AB,25.12,"48,000",118,4,118
3659,(주)유이테크,MCR-871LW,27.79,"53,000",88.1,4,88.1
3660,LG전자(주),B266S,30.1,"58,000",252.8,2,252.8
