번호,업체명,모델명,월간소비전력량(kwh/월),연간에너지비용(원),용량,효율등급,시간당 이산화탄소 배출량
3661,LG전자(주),B266W,30.1,"58,000",252.8,2,252.8
3662,주식회사 위니아,RW905EQTLSH(S),57.6,"111,000",895.5,2,895.5
3663,LG전자(주),F878S32,53.68,"103,000",868.1,2,868.1
3664,(주)유이테크,MR-87LB1,20.35,"39,000",87.6,4,87.6
3665,(주)유이테크,MR-93LS1,15.42,"30,000",93,3,93
3666,주식회사 위니아,RT151AG,31.52,"61,000",152.1,3,152.1
3667,주식회사 위니아,RT151AH,31.52,"61,000",152.1,3,152.1
3668,LG전자(주),F878SN53,57.1,"110,000",866,2,866
3669,LG전자(주),F878SS32,53.36,"102,000",868.4,2,868.4
3670,LG전자(주),F878SN33,53.36,"102,000",868.4,2,868.4
3671,LG전자(주),F878NS33,53.36,"102,000",868.4,2,868.4
3672,LG전자(주),F878SS12,49.55,"95,000",870.1,2,870.1
3673,LG전자(주),S828LW35,50.78,"98,000",821.4,2,821.4
3674,삼성전자(주),RF85K90F2S8,52.72,"101,000",855.7,2,855.7
3675,LG전자(주),S838SS32E,42.05,"81,000",820.5,2,820.5
3676,LG전자(주),S838SN32E,42.05,"81,000",820.5,2,820.5
3677,LG전자(주),F878SB35S,53.36,"102,000",868.4,2,868.4
3678,LG전자(주),B436SS,46.16,"89,000",443.1,4,443.1
3679,LG전자(주),F908ND78E,48.82,"94,000",904.6,2,904.6
3680,LG전자(주),F908SB78E,48.82,"94,000",904.6,2,904.6
3681,주식회사 위니아,RR043AS,12.43,"24,000",45,5,45
3682,주식회사 위니아,RR093AS,13.73,"26,000",93,3,93
3683,LG전자(주),B506WE,38.26,"73,000",510.4,3,510.4
3684,LG전자(주),B506SE,38.26,"73,000",510.4,3,510.4
3685,주식회사 위니아에이드,RR093AW,13.73,"26,000",93,3,93
3686,주식회사 씨엔컴퍼니,REF-90CNS,23.55,"45,000",85,5,85
3687,주식회사 위니아에이드,RR043AW,12.43,"24,000",45,5,45
3688,LG전자(주),M286SB,30.66,"59,000",284.5,1,284.5
3689,LG전자(주),F908ND98E,48.69,"93,000",899,2,899
3690,LG전자(주),F878DN55T,57.1,"110,000",866,2,866
3691,LG전자(주),F878SB55T,57.1,"110,000",866,2,866
3692,LG전자(주),F878SS11,49.55,"95,000",870.1,2,870.1
3693,LG전자(주),J888SB36,63.18,"121,000",888.9,3,888.9
3694,LG전자(주),J618SS34,50.53,"97,000",608.7,4,608.7
3695,LG전자(주),B186W,29.98,"58,000",190.8,3,190.8
3696,LG전자(주),F968ND78E,50.3,"97,000",950.2,2,950.2
3697,LG전자(주),M286S,30.66,"59,000",284.5,1,284.5
3698,LG전자(주),J848ND79,55.78,"107,000",837.7,2,837.7
3699,LG전자(주),F908SB98E,48.69,"93,000",899,2,899
3700,(주)화인어프라이언스,KIS87AF30Q,28.74,"55,000",271,2,271
3701,LG전자(주),F878SE35,53.36,"102,000",868.4,2,868.4
3702,LG전자(주),S638S32,51.81,"99,000",637.5,3,637.5
3703,삼성전자(주),RH81K8050WW,49.74,"96,000",831.3,2,831.3
3704,LG전자(주),F968SB78E,50.3,"97,000",950.2,2,950.2
3705,주식회사 위니아,RW906EKTMKP,57.6,"111,000",895.5,2,895.5
3706,주식회사 위니아,RW906EQTLSH,57.6,"111,000",895.5,2,895.5
3707,(주)보국전자,REF-172CNW,32.85,"63,000",165.8,3,165.8
3708,주식회사 위니아,RW906EQTGRH,57.6,"111,000",895.5,2,895.5
3709,LG전자(주),M326SE,27.71,"53,000",319,4,319
3710,(주)보국전자,REF-85CNW,27.98,"54,000",72.3,5,72.3
3711,LG전자(주),M326SW,27.71,"53,000",319,4,319
3712,주식회사 위니아,RW906EKS,57.6,"111,000",895.5,2,895.5
3713,주식회사 씨엔컴퍼니,REF-90CNR,23.55,"45,000",85,5,85
3714,(주)위니온,RR05SWV,11.06,"21,000",44.3,4,44.3
3715,삼성전자(주),RT09K1000WW,27.94,"54,000",92.7,4,92.7
3716,(주)위니온,RR05SWW,11.06,"21,000",44.3,4,44.3
3717,(주)위니온,RT15DWW,29.17,"56,000",136.3,3,136.3
3718,(주)보국전자,REF-50CNW,14.93,"29,000",46,5,46
3719,LG전자(주),F918SS13,51.39,"99,000",905.4,2,905.4
3720,LG전자(주),F918SS33,52.78,"101,000",910.5,2,910.5
3721,LG전자(주),F878DN55,57.1,"110,000",866,2,866
3722,LG전자(주),B326W,32.8,"63,000",315,2,315
3723,LG전자(주),B326S,32.8,"63,000",315,2,315
3724,LG전자(주),F958TS35E,42.22,"81,000",944.3,1,944.3
3725,LG전자(주),B606W,43.54,"84,000",591.7,3,591.7
3726,LG전자(주),B606SE,43.54,"84,000",591.7,3,591.7
3727,LG전자(주),B606S,43.54,"84,000",591.7,3,591.7
3728,(주)위니온,RT15DWV,29.17,"56,000",136.3,3,136.3
3729,주식회사 위니아,RT087AS(R),20.35,"39,000",87.6,4,87.6
3730,LG전자(주),J888TS36,63.18,"121,000",888.9,3,888.9
3731,LG전자(주),F958AW55,59.74,"115,000",943.5,2,943.5
3732,LG전자(주),F958SN53,59.74,"115,000",943.5,2,943.5
3733,LG전자(주),F958SN55,59.74,"115,000",943.5,2,943.5
3734,주식회사 위니아,RX906EKSMSH,48.16,"92,000",901.1,2,901.1
3735,주식회사 위니아,RE926EKSMSH,49.28,"95,000",921.2,2,921.2
3736,주식회사 위니아,RX906PKFNBG,48.48,"93,000",891.9,2,891.9
3737,주식회사 위니아,RX906SKS,48.16,"92,000",901.1,2,901.1
3738,주식회사 위니아,RX906EKSPSH,48.16,"92,000",901.1,2,901.1
3739,주식회사 위니아,RE926PJFSBG,48.85,"94,000",918.1,2,918.1
3740,주식회사 위니아,RX906PKF,48.48,"93,000",891.9,2,891.9
3741,주식회사 위니아,RX906PQFSBG,48.48,"93,000",891.9,2,891.9
3742,주식회사 위니아,RX906SQSMHP,48.16,"92,000",901.1,2,901.1
3743,주식회사 위니아,RE926PKF,48.85,"94,000",918.1,2,918.1
3744,주식회사 위니아,RE926SKS,49.28,"95,000",921.2,2,921.2
3745,LG전자(주),F878S10,51.76,"99,000",864.8,2,864.8
3746,LG전자(주),F908ND79E,48.82,"94,000",904.6,2,904.6
3747,주식회사 스타리온성철,B106S,22.56,"43,000",96.4,4,96.4
3748,주식회사 스타리온성철,B056S,14.88,"29,000",45.5,5,45.5
3749,주식회사 제네랄어플라이언스,MEM30VHDCSS,86.19,"165,000",730.1,5,730.1
3750,LG전자(주),S828AW30,59.87,"115,000",826.3,3,826.3
3751,하이얼 전자판매(주),HRF229C,39.65,"76,000",229,3,229
3752,LG전자(주),F918S11,52.8,"101,000",902.3,2,902.3
3753,LG전자(주),B265S,30.1,"58,000",252.8,2,252.8
3754,LG전자(주),M456GVW,32.26,"62,000",452.5,3,452.5
3755,LG전자(주),R-B433GCWP,36.19,"69,000",439.4,4,439.4
3756,LG전자(주),R-B433GZWP,46.16,"89,000",443.1,4,443.1
3757,LG전자(주),R-B433GZVP,46.16,"89,000",443.1,4,443.1
3758,LG전자(주),F678TS35E,48.21,"93,000",665.5,3,665.5
3759,LG전자(주),F958TS56,59.74,"115,000",943.5,2,943.5
3760,LG전자(주),F958SB56T,59.74,"115,000",943.5,2,943.5
3761,LG전자(주),B506SS,50.45,"97,000",508.7,4,508.7
3762,LG전자(주),B506W,40.83,"78,000",512.6,4,512.6
3763,LG전자(주),B476W,39.86,"77,000",482,4,482
3764,LG전자(주),B506S,40.78,"78,000",510.4,4,510.4
3765,삼성전자(주),RH83K93507K,45.82,"88,000",827.8,2,827.8
3766,삼성전자(주),RF85K90N2S8,48.9,"94,000",863,2,863
3767,삼성전자(주),RB33J8797S4L,30.18,"58,000",342.6,4,342.6
3768,LG전자(주),F458SN15,40.11,"77,000",445.6,4,445.6
3769,LG전자(주),S838W30,54.94,"105,000",826.1,3,826.1
3770,LG전자(주),J798AW21,57.38,"110,000",787,3,787
3771,LG전자(주),F677SS35E,48.21,"93,000",665.5,3,665.5
3772,일렉트로룩스코리아(주),EME3500SA,47.47,"91,000",332.4,5,332.4
3773,(주)화인어프라이언스,RB289903,33.34,"64,000",244,2,244
3774,(주)화인어프라이언스,KI87SAF30Q,28.74,"55,000",271,2,271
3775,일렉트로룩스코리아(주),EUM0500SA-RKR,17.55,"34,000",55.7,5,55.7
3776,일렉트로룩스코리아(주),ETB3200PE,50.99,"98,000",320.4,3,320.4
3777,LG전자(주),F877AW35E,44.69,"86,000",864.9,1,864.9
3778,LG전자(주),J827SB35E,58.96,"113,000",822.6,3,822.6
3779,LG전자(주),S835SW32F,50.48,"97,000",830.6,2,830.6
3780,LG전자(주),S835SD32F,50.48,"97,000",830.6,2,830.6
3781,LG전자(주),F958SB55,59.74,"115,000",943.5,2,943.5
3782,주식회사 위니아에이드,RT087AW(R),20.35,"39,000",87.6,4,87.6
3783,LG전자(주),R-B603GMZP,43.54,"84,000",591.7,3,591.7
3784,LG전자(주),R-T824PHEWU,55.04,"106,000",817.8,3,817.8
3785,(주)유이테크,MR-93LW1,15.42,"30,000",93,3,93
3786,(주)유이테크,MR-50LB,12.5,"24,000",45,5,45
3787,(주)유이테크,MR-50LS,12.5,"24,000",45,5,45
3788,(주)유이테크,MR-50LW,12.5,"24,000",45,5,45
3789,LG전자(주),F677SS13E,44.48,"85,000",665.5,2,665.5
3790,(주)제이컬렉션,FAB30RV1,27.57,"53,000",292.6,2,292.6
3791,(주)매직쉐프,MER-M108B,15.36,"29,000",107.8,3,107.8
3792,(주)매직쉐프,MER-M93B,15.42,"30,000",92.9,3,92.9
3793,(주)매직쉐프,MER-M45B,12.5,"24,000",44.7,5,44.7
3794,(주)매직쉐프,MER-M108W,15.36,"29,000",107.8,3,107.8
3795,(주)매직쉐프,MER-M93W,15.42,"30,000",92.9,3,92.9
3796,(주)매직쉐프,MER-M45W,12.5,"24,000",44.7,5,44.7
3797,LG전자(주),S838SN32,50.48,"97,000",830.6,2,830.6
3798,주식회사 위니아,RT151AS,31.52,"61,000",152.1,3,152.1
3799,주식회사 위니아,RT087AS,27.68,"53,000",88.1,4,88.1
3800,LG전자(주),F877SN33,53.68,"103,000",868.1,2,868.1
3801,LG전자(주),F877SS11,54.98,"106,000",870,2,870
3802,LG전자(주),J887SB36,63.44,"122,000",889.2,3,889.2
3803,LG전자(주),J795TS35E,52.13,"100,000",784.1,3,784.1
3804,LG전자(주),F957DN55T,58,"111,000",950,2,950
3805,LG전자(주),F877DN55T,58.22,"112,000",866.7,2,866.7
3806,LG전자(주),F957SB55,58,"111,000",950,2,950
3807,LG전자(주),F957TS56A,60.51,"116,000",945.3,2,945.3
3808,LG전자(주),F957SB55E,53.52,"103,000",950,2,950
3809,LG전자(주),F957TS55A,60.51,"116,000",945.3,2,945.3
3810,LG전자(주),J887TS36,63.44,"122,000",889.2,3,889.2
3811,LG전자(주),J887TS35,63.44,"122,000",889.2,3,889.2
3812,LG전자(주),M445SW,32.26,"62,000",452.5,3,452.5
3813,LG전자(주),B605SE,45.86,"88,000",594,3,594
3814,LG전자(주),J887SB35,63.44,"122,000",889.2,3,889.2
3815,LG전자(주),R-M441GCV,32.26,"62,000",452.5,3,452.5
3816,LG전자(주),M325SW,26.34,"51,000",320.9,4,320.9
3817,LG전자(주),M325S,26.34,"51,000",320.9,4,320.9
3818,LG전자(주),R-S904VBSD,49.38,"95,000",886,2,886
3819,LG전자(주),F457S35,40.11,"77,000",445.6,4,445.6
3820,주식회사 위니아전자매뉴팩처링,FR-S552PRES,59.95,"115,000",550,4,550
3821,주식회사 위니아전자매뉴팩처링,FR-S552PRDWE,75.71,"145,000",550,5,550
3822,LG전자(주),F677AW35,53.89,"103,000",669.6,3,669.6
3823,LG전자(주),F677NB35,53.89,"103,000",669.6,3,669.6
3824,LG전자(주),R-L691JYF,63.44,"122,000",681.9,4,681.9
3825,LG전자(주),J795EW21,57.38,"110,000",787,3,787
3826,LG전자(주),R-M321GCV,26.34,"51,000",320.9,4,320.9
3827,LG전자(주),R-B261GBW,30.1,"58,000",252.8,2,252.8
3828,주식회사 위니아,RX905EJSSPWH,57.47,"110,000",920,2,920
3829,주식회사 위니아,RE924EQSSSW(S),57.3,"110,000",940,2,940
3830,LG전자(주),J795TS35,57.09,"110,000",786,3,786
3831,LG전자(주),J795UW32,57.09,"110,000",786,3,786
3832,LG전자(주),S835SS32,50.48,"97,000",830.6,2,830.6
3833,LG전자(주),S835SW32,50.48,"97,000",830.6,2,830.6
3834,LG전자(주),S835SD32,50.48,"97,000",830.6,2,830.6
3835,LG전자(주),B325S,32.8,"63,000",315,2,315
3836,하이얼 전자판매(주),CR273HW,44.1,"85,000",273,3,273
3837,LG전자(주),F617SI1D,64.37,"124,000",598.8,4,598.8
3838,주식회사 스타리온성철,B145S,51.26,"98,000",137.3,4,137.3
3839,LG전자(주),J827SB35,59.78,"115,000",822.6,3,822.6
3840,LG전자(주),S835SW31,54.94,"105,000",826.1,3,826.1
3841,LG전자(주),J827DN35,59.78,"115,000",822.6,3,822.6
3842,LG전자(주),R-F875HBSW,53.68,"103,000",868.1,2,868.1
3843,LG전자(주),R-F875VBSM,53.68,"103,000",868.1,2,868.1
3844,LG전자(주),F877SA33,53.68,"103,000",868.1,2,868.1
3845,LG전자(주),F877SS32,53.68,"103,000",868.1,2,868.1
3846,주식회사 위니아,RE925EQSSAW,57.3,"110,000",940,2,940
3847,삼성전자(주),RH83J8000SA,52.26,"100,000",831.3,2,831.3
3848,삼성전자(주),RH83J8000SL,52.26,"100,000",831.3,2,831.3
3849,주식회사 위니아,RX905EKSSHW,57.47,"110,000",920,2,920
3850,주식회사 위니아,RX905EQSSSW,57.47,"110,000",920,2,920
3851,주식회사 위니아,RX905EQSSTW,57.47,"110,000",920,2,920
3852,주식회사 위니아,RX905EJSSPW,57.47,"110,000",920,2,920
3853,주식회사 위니아,RE925EKSSVW,57.3,"110,000",940,2,940
3854,주식회사 위니아,RE925EKSSNW,57.3,"110,000",940,2,940
3855,삼성전자(주),RH62J8000SLB,50.62,"97,000",620.2,3,620.2
3856,LG전자(주),R-F915MNSS,51.39,"99,000",905.4,2,905.4
3857,LG전자(주),S835S30,54.94,"105,000",826.1,3,826.1
3858,LG전자(주),F877AW35,53.68,"103,000",868.1,2,868.1
3859,LG전자(주),F877MS55H,57.22,"110,000",866.6,2,866.6
3860,주식회사 위니아전자매뉴팩처링,FR-G484PES,43.6,"84,000",481,4,481
3861,LG전자(주),F917SA32,52.78,"101,000",910.5,2,910.5
3862,LG전자(주),F807SI1D,71.23,"137,000",812.2,4,812.2
3863,LG전자(주),F647SI1D,63.98,"123,000",642.3,4,642.3
3864,주식회사 위니아,RT087AW,27.68,"53,000",88.1,4,88.1
3865,LG전자(주),F847SI1D,68.91,"132,000",850.6,3,850.6
3866,주식회사 위니아전자매뉴팩처링,FR-G516PESB,45.73,"88,000",506,4,506
3867,주식회사 위니아,RT151AW,31.52,"61,000",152.1,3,152.1
3868,LG전자(주),S645SS34,49.68,"95,000",633.4,3,633.4
3869,LG전자(주),S835SA35E,42.05,"81,000",820.5,2,820.5
3870,LG전자(주),S835SA35,50.78,"98,000",821.4,2,821.4
3871,LG전자(주),F957LB35E,47.7,"92,000",948.7,1,948.7
3872,LG전자(주),B205F,15.33,"29,000",191.8,2,191.8
3873,LG전자(주),R-A202GBG,15.33,"29,000",191.8,2,191.8
3874,LG전자(주),B205G,15.33,"29,000",191.8,2,191.8
3875,LG전자(주),S835S31,54.94,"105,000",826.1,3,826.1
3876,LG전자(주),B475W,39.89,"77,000",477.3,4,477.3
3877,LG전자(주),F877TS56,57.22,"110,000",866.6,2,866.6
3878,LG전자(주),F957TS56,60.51,"116,000",945.3,2,945.3
3879,LG전자(주),R-B473GCWP,39.89,"77,000",477.3,4,477.3
3880,LG전자(주),S835W31,54.94,"105,000",826.1,3,826.1
3881,주식회사 위니아,RE925SKFSNS,51.66,"99,000",930,2,930
3882,LG전자(주),R-T824LBWZU,50.78,"98,000",821.4,2,821.4
3883,LG전자(주),R-S834PBSW,50.48,"97,000",830.6,2,830.6
3884,주식회사 위니아,RE925PJFECM,51.66,"99,000",930,2,930
3885,주식회사 위니아,RX905SQFSSS,50.22,"96,000",915,2,915
3886,주식회사 위니아,RX905SKFSNS,50.22,"96,000",915,2,915
3887,주식회사 위니아,RX905PKFECM,50.22,"96,000",915,2,915
3888,LG전자(주),S825AW35,50.78,"98,000",821.4,2,821.4
3889,LG전자(주),S825NB35,50.78,"98,000",821.4,2,821.4
3890,LG전자(주),S825TS35,50.78,"98,000",821.4,2,821.4
3891,LG전자(주),S825UW32,50.78,"98,000",821.4,2,821.4
3892,LG전자(주),S825WZ32,50.78,"98,000",821.4,2,821.4
3893,LG전자(주),R-T824LBEWU,50.78,"98,000",821.4,2,821.4
3894,LG전자(주),R-S834LBSA,50.78,"98,000",821.4,2,821.4
3895,LG전자(주),R-T824MBCRU,50.78,"98,000",821.4,2,821.4
3896,LG전자(주),S825UW35,50.78,"98,000",821.4,2,821.4
3897,주식회사 위니아,RX905SQFSCS,50.22,"96,000",915,2,915
3898,주식회사 위니아,RX905PQFENM,50.22,"96,000",915,2,915
3899,LG전자(주),R-S834PBSS,50.48,"97,000",830.6,2,830.6
3900,LG전자(주),R-T824LBNWU,50.78,"98,000",821.4,2,821.4
3901,삼성전자(주),RB38J7200S4,35.81,"69,000",400.9,4,400.9
3902,LG전자(주),R-A202GBF,15.33,"29,000",191.8,2,191.8
3903,삼성전자(주),RB33J8797S4,30.18,"58,000",342.6,4,342.6
3904,LG전자(주),F877TS55E,50.61,"97,000",866.7,2,866.7
3905,(주)유이테크,MR-87LW,27.79,"53,000",88.1,4,88.1
3906,(주)유이테크,MR-87LS,27.79,"53,000",88.1,4,88.1
3907,LG전자(주),F817SI1D,71.01,"136,000",795.3,4,795.3
3908,(주)유이테크,MR-242LS,43.82,"84,000",234.7,3,234.7
3909,(주)유이테크,MR-242LB,43.82,"84,000",234.7,3,234.7
3910,(주)유이테크,MR-156LS,32.98,"63,000",157.5,3,157.5
3911,(주)유이테크,MR-156LB,32.98,"63,000",157.5,3,157.5
3912,(주)유이테크,MR-156LW,32.98,"63,000",157.5,3,157.5
3913,(주)유이테크,MR-87LB,27.79,"53,000",88.1,4,88.1
3914,(주)유이테크,MR-242LW,43.82,"84,000",234.7,3,234.7
3915,(주)유이테크,HD-203F(N),32.98,"63,000",157.5,3,157.5
3916,(주)유이테크,HD-113F(N),27.79,"53,000",88.1,4,88.1
3917,LG전자(주),F857SS11,54.98,"106,000",870,2,870
3918,LG전자(주),B505W,39.95,"77,000",509.2,4,509.2
3919,LG전자(주),B505SS,51.9,"100,000",512.7,4,512.7
3920,LG전자(주),B505S,40.86,"78,000",507.1,4,507.1
3921,(주)유이테크,HD-316F(W),43.82,"84,000",234.7,3,234.7
3922,(주)유이테크,MR-93LW,23.04,"44,000",93,4,93
3923,(주)유이테크,MR-93LB,23.04,"44,000",93,4,93
3924,LG전자(주),F877SF35,53.58,"103,000",870,2,870
3925,LG전자(주),F877SP35,53.58,"103,000",870,2,870
3926,LG전자(주),F877SE35,53.58,"103,000",870,2,870
3927,(주)유이테크,MR-93LS,23.04,"44,000",93,4,93
3928,LG전자(주),F877SO35,53.58,"103,000",870,2,870
3929,LG전자(주),R-T794VJNWU,57.09,"110,000",786,3,786
3930,(주)유이테크,HS-121L(N),23.04,"44,000",93,4,93
3931,하이얼 전자판매(주),HRF320C,39.18,"75,000",302,3,302
3932,LG전자(주),J795LB35,57.09,"110,000",786,3,786
3933,LG전자(주),R-T794VJCWU,57.09,"110,000",786,3,786
3934,(주)화인어프라이언스,RC462701,48.37,"93,000",362.4,3,362.4
3935,LG전자(주),R-B322GBW,37.18,"71,000",321,2,321
3936,LG전자(주),R-B323GBWP,32.8,"63,000",315,2,315
3937,LG전자(주),F877TS55,57.22,"110,000",866.6,2,866.6
3938,LG전자(주),F957AW35,54.53,"105,000",950,2,950
3939,LG전자(주),J827SS33,59.78,"115,000",822.6,3,822.6
3940,LG전자(주),F957SA35,54.53,"105,000",950,2,950
3941,LG전자(주),F957TS55,60.51,"116,000",945.3,2,945.3
3942,LG전자(주),F877DN55,58.22,"112,000",866.7,2,866.7
3943,LG전자(주),R-F956VDDNT,58,"111,000",950,2,950
3944,LG전자(주),R-F957VBSA,54.53,"105,000",950,2,950
3945,LG전자(주),R-F877HBSA,53.58,"103,000",870,2,870
3946,(주)화인어프라이언스,RC249903,16.19,"31,000",226.2,1,226.2
3947,LG전자(주),R-B503QCWP,39.95,"77,000",509.2,4,509.2
3948,LG전자(주),R-B503GMWP,40.86,"78,000",507.1,4,507.1
3949,LG전자(주),R-U957VDTS,60.51,"116,000",945.3,2,945.3
3950,LG전자(주),R-U957VBRW,54.53,"105,000",950,2,950
3951,LG전자(주),R-T795VJLB,58.94,"113,000",786,3,786
3952,LG전자(주),R-F827HJSS,59.78,"115,000",822.6,3,822.6
3953,LG전자(주),R-U877VBRW,53.58,"103,000",870,2,870
3954,LG전자(주),R-U877VDTS,57.22,"110,000",866.6,2,866.6
3955,LG전자(주),R-U875VDLB,57.22,"110,000",866.6,2,866.6
3956,LG전자(주),R-F875VDDN,58.22,"112,000",866.7,2,866.7
3957,주식회사 위니아전자,FR-S093NCW,17.76,"34,000",79,4,79
3958,(주)밀레코리아,KFNS 37232 iD,28.18,"54,000",264.6,2,264.6
3959,LG전자(주),R-T824PHWZU,56.61,"109,000",825,3,825
3960,주식회사 새롬코퍼레이션,NRK60328OR,39.1,"75,000",312.6,2,312.6
3961,주식회사 새롬코퍼레이션,RB60298OO,24.45,"47,000",280.4,2,280.4
3962,주식회사 코스모앤컴퍼니,SK 4210,28.59,"55,000",382.3,2,382.3
3963,LG전자(주),R-U875VBAW,53.58,"103,000",870,2,870
3964,LG전자(주),R-F914MNSSH,51.34,"99,000",910,2,910
3965,LG전자(주),R-F826VJDN,59.78,"115,000",822.6,3,822.6
3966,LG전자(주),R-S834PBSD,50.37,"97,000",830,2,830
3967,LG전자(주),R-U956VBAW,54.53,"105,000",950,2,950
3968,LG전자(주),R-F956VDDN,58,"111,000",950,2,950
3969,LG전자(주),R-F826VJSB,59.78,"115,000",822.6,3,822.6
3970,LG전자(주),R-U956EBLB,50.32,"97,000",949.7,2,949.7
3971,LG전자(주),R-U956VBLB,54.53,"105,000",950,2,950
3972,(주)제이컬렉션,FAB32RO7,42.19,"81,000",323.1,3,323.1
3973,LG전자(주),R-F956VDSB,58,"111,000",950,2,950
3974,LG전자(주),R-F956EDSB,53.52,"103,000",950,2,950
3975,LG전자(주),R-F955VDSH,53.52,"103,000",950,2,950
3976,LG전자(주),R-U955EBLB,50.32,"97,000",949.7,2,949.7
3977,LG전자(주),R-T854NBPRU,52.98,"102,000",849.8,2,849.8
3978,LG전자(주),R-F675HBSS,53.89,"103,000",669.6,3,669.6
3979,LG전자(주),R-B603GMTP,45.86,"88,000",594,3,594
3980,LG전자(주),R-F675VBSI,53.89,"103,000",669.6,3,669.6
3981,LG전자(주),R-B603HCWP,45.86,"88,000",594,3,594
3982,LG전자(주),R-F665HBSS,53.89,"103,000",669.6,3,669.6
3983,LG전자(주),R-F665VBSI,53.89,"103,000",669.6,3,669.6
3984,LG전자(주),R-B501GZVP,51.9,"100,000",512.7,4,512.7
3985,LG전자(주),R-S904VBST,49.38,"95,000",886,2,886
3986,LG전자(주),R-S804NHPR,55.92,"107,000",802,3,802
3987,LG전자(주),R-S904LBSW,52.66,"101,000",895,2,895
3988,LG전자(주),R-S904LBSD,52.66,"101,000",895,2,895
3989,LG전자(주),R-T834LBSA,50.64,"97,000",825,2,825
3990,LG전자(주),R-T824PHNWU,56.61,"109,000",825,3,825
3991,LG전자(주),R-B603GMWP,45.86,"88,000",594,3,594
3992,주식회사 위니아,RE944EQSSKW,57.3,"110,000",940,2,940
3993,주식회사 위니아,RX924SQSSAW,57.54,"110,000",915,2,915
3994,주식회사 위니아,RX924EKSSSW,57.47,"110,000",920,2,920
3995,주식회사 위니아,RX924EQSSMW,57.47,"110,000",920,2,920
3996,주식회사 위니아,RX924EJSSPW,57.47,"110,000",920,2,920
3997,주식회사 위니아,RE944EQSSDW,57.3,"110,000",940,2,940
3998,LG전자(주),R-U955VBWZ,54.53,"105,000",950,2,950
3999,주식회사 위니아,RX924EKSSGW,57.47,"110,000",920,2,920
4000,주식회사 위니아,RX924EQSSRW,57.47,"110,000",920,2,920
4001,주식회사 위니아,RE944EKSSOW,57.3,"110,000",940,2,940
4002,주식회사 위니아,RE944EKSSUW,57.3,"110,000",940,2,940
4003,주식회사 위니아,RX924SD2,57.54,"110,000",915,2,915
4004,주식회사 위니아,RX924PKFEPM,50.22,"96,000",915,2,915
4005,주식회사 위니아,RE944LB2,57.3,"110,000",940,2,940
4006,주식회사 위니아,RX924SB2,57.47,"110,000",920,2,920
4007,주식회사 위니아,RX924SB3,61.73,"119,000",920,3,920
4008,주식회사 위니아,RX924PQFEPM,50.22,"96,000",915,2,915
4009,주식회사 위니아,RE944SKFSCW,52.03,"100,000",940,2,940
4010,주식회사 위니아,RX924SKFSCW,50.22,"96,000",915,2,915
4011,주식회사 위니아,RE944PAFESM,52.03,"100,000",940,2,940
4012,주식회사 위니아,RE944PQFEPM,52.03,"100,000",940,2,940
4013,주식회사 위니아,RE944PJFEPM,52.03,"100,000",940,2,940
4014,주식회사 위니아,RX924SQFSBW,50.22,"96,000",915,2,915
4015,주식회사 위니아,RX924PJFEPM,50.22,"96,000",915,2,915
4016,LG전자(주),R-F955VDSR,58,"111,000",950,2,950
4017,LG전자(주),R-F875SBSS,61.44,"118,000",870,3,870
4018,LG전자(주),R-F915HBSS,52.78,"101,000",910.5,2,910.5
4019,LG전자(주),R-F955EDSB,53.52,"103,000",950,2,950
4020,LG전자(주),R-U915VBRW,52.78,"101,000",910.5,2,910.5
4021,LG전자(주),R-U915VBNW,52.78,"101,000",910.5,2,910.5
4022,LG전자(주),R-F875PNSS,54.98,"106,000",870,2,870
4023,LG전자(주),R-F915VBSR,52.78,"101,000",910.5,2,910.5
4024,LG전자(주),R-F915VBSV,52.78,"101,000",910.5,2,910.5
4025,LG전자(주),R-F915HBST,52.78,"101,000",910.5,2,910.5
4026,LG전자(주),R-A201GBW,24,"46,000",193,3,193
4027,LG전자(주),R-A201GBG,24,"46,000",193,3,193
4028,LG전자(주),R-A201GBF,24,"46,000",193,3,193
4029,LG전자(주),R-A201GBV,24,"46,000",193,3,193
4030,LG전자(주),R-F955VDSB,58,"111,000",950,2,950
